time,lyrics,size
0.00 ,,
5.10 ,Light years　旅の合図,
7.55 ,Spin off　から始まる,
11.917 ,完熟の世界はどっかモノクロのまま,
17.150 ,記憶の中に据わるプリズム,
22.50 ,拘束は赤に染まって溶かされてゆく,
29.033 ,愛を以って　目を覚ました,
37.000 ,,
38.300 ,飛び交う速度はマイナス（後方に撒く）,
43.483 ,追い越す窓際さらさら（余所見しないで）,
48.95 ,快速　轟くエンジン（連れて行って）,
54.00 ,進むんだ　たどり着くんだ,
56.883 ,後悔できない,
59.70 ,ねえ　探してるのは,
62.233 ,ああ　一粒のダイヤ,
65.61 ,輝くプライド,
68.133 ,見つめ合ったときの,
70.883 ,一瞬のキラメキに（恋しちゃってるかも）,
75.45,ねえ　探してるのは,
78.217,ああ　一粒のダイヤ,
81.65,輝く彼方へ手を伸ばすよ,
86.333,明日の世界が,
89.574,続くパラレルに（銀河の糸に）なって,
94.617,幸運を　運んでく,
107.333,,
