time,lyrics,size
0.00 ,,
25.617 ,歩こう　歩こう,
27.767 ,"I'm fine, thank you",
29.700 ,ハンコをついたら賃貸契約,
31.767 ,いいハコ作ろう新生活,
33.767 ,上京　初の単独行動,
35.767 ,目指すは買い物スポット,
37.783 ,買えるだけ買うができない,
39.817 ,バグか？いいえ、お小遣い制です,
41.817 ,自分だけの部屋なんだ,
43.733 ,好きだらけにするんだ,
45.767 ,思うまま　最高なイマ,
47.900 ,自分ナイズ,
49.733 ,まずは様子見　とりあえず無課金,
53.617 ,お手元のカメラで街角スナップ,
58.093 ,季節知らずの桜咲かせ,
61.967 ,かわいい概念　出会えました,
65.983,一枚もらってもいいですか？,
69.833,許可取りOK　ライティングOK,
73.417,猫が大きくあくびした　カシャ,
77.917,14平米にスーベニア,
82.107,お土産に写真　飾ろう,
86.717,笑ってしまうな,
89.567,笑っちゃうだろうな,
93.950,14平米にスーベニア,
98.117,まだ余白だらけのワンルーム,
102.400,だから詰めこめますね,
105.850,愛すべき夢と現実,
115.183,,
