time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,All1,Pink08,,,,,,,,,,Uhoi,1,0
2,Oioi,5,All1,Pink08,,,,,,,,,,Oioi,120,0
8,Oioi,5,All1,Pink08,,,,,,,,,,Uhoi,34.28571429,0
9.25,Oioi,5,All1,Pink08,,,,,,,,,,Uhoi,80,0
10,Oioi,5,All1,Pink08,,,,,,,,,,Pause,80,0
11.25,Oioi,5,All1,Pink08,,,,,,,,,,Uhoi,120,8
12,Oioi,5,All1,Pink08,,,,,,,,,,Oioi,120,0
49,Uhoi,5,All1,Pink08,,,,,,,,,,Pause,240,0
50,Oioi,5,All1,Pink08,,,,,,,,,,Oioi,120,0
117.5,Uhoi,5,All1,Pink08,,,,,,,,,,Pause,240,0
123,Uhoi,5,All1,Pink08,,,,,,,,,,Bye,360,0
