time,lyrics,size
0,,
7.467,Hey my girl 始めよう it's a party,
10.300,Hey my boy リズムに乗れば feel good,
13.083,Clap Clap Clap ワクワクはきっと waiting for,
15.850,Shout Shout Shout みんなで Say!! Happy!!,
22.983,,
32.850,Hey my girl 続いてく毎日,
35.617,Hey my boy ぴえんな気分じゃ,
38.967,つまんない!!　勿体ない!!,
41.800,Have a lovely day!! イェイイェイイェイ,
43.917,ドキューンって高鳴る鼓動を Listen!!,
46.733,ズキューンって響けば It's OK!!,
50.083,楽しんじゃいけない理由なんて無い（無い!!）無い,
53.917,ナイトフィーバー,
55.383,宴の始まり,
58.217,Boom Boom Boom アゲていきましょう,
61.033,1、2、3、4 Join us!!,
63.283,見せて楽しい増し増しのSmile,
66.150,開こうトキメキの玉手箱,
69.683,女の子を待たせる気？,
72.500,準備はいい？ Hi! Hi! Yeah!!,
74.567,あげるドキドキマジレスのLove,
77.400,新しい時代の幕開けを,
80.800,キミと感じてたい　だから,
86.083,We wish you Happiness!!,
94.917,Boom Boom Boom アゲていきましょう,
97.783,1、2、3、4 Join us!!,
100.033,見せて楽しい増し増しのSmile,
102.800,開こうトキメキの玉手箱,
106.383,女の子を待たせる気？,
109.217,準備はいい？ Hi! Hi! Yeah!!,
111.283,あげるドキドキマジレスのLove,
114.150,新しい時代の幕開けを,
117.500,キミと感じてたい　だから,
122.750,We wish you Happiness!!,
131.796,,
