time,lyrics,size
0.00 ,,
27.483,「あまいコトバには気をつけろ」,
31.817,なんて言うじゃん？　マジでなんで？,
35.200,セチガライわ　人生,
38.150,あまやかしてほしいんだなぁ,
41.317,ほら ! ほめて ! もっと ! アゲて ! ちゃんと !,
45.817,そしたらすっごいぞ ! ,
48.483,スウィーティーっすハート☆,
53.817,シュガったスマイル☆,
58.150,革命的しゅがーはぁと☆,
60.533,みんなに届け ! しゅがーはぁと☆,
63.150,肩こりにもグー,
65.150,あまくやわくやさしいハートビーム\n（注：使用者の感想です）,
69.150,せーので　しゅがーはぁと☆,
71.150,合法が過ぎる脳内ドラッグ !,
75.150,スウィーティーっすハート☆,
77.817,シュガったスマイル☆,
80.133,フォー・ユー !,
82.083,,
98.817,人類皆しゅがーはぁと☆,
101.150,あなたもきっと ! しゅがーはぁと☆,
103.833,万国共通,
105.817,あまくやわくやさしいラブのブーム !,
109.700,もいっちょ ! しゅがーはぁと☆,
111.817,世界中　染まれ　しゅがーはぁと☆,
115.817,スウィーティーっすハート☆,
118.550,シュガったスマイル☆,
120.817,フォー・ユー !,
124.500,,
