time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0.1,,1,,BUS_0007,0,0.1,,
0.2,,2,,MasterOut,0,1,,
0.3,,2,,BUS_0007,0,0.1,,
0.4,,3,,MasterOut,0,1,,
0.5,,3,,BUS_0007,0,0.1,,
0.6,,4,,MasterOut,0,1,,
0.7,,4,,BUS_0007,0,0.1,,
0.8,,5,,MasterOut,0,1,,
0.9,,5,,BUS_0007,0,0.1,,
1,,6,,MasterOut,0,1,,
1.1,,6,,BUS_0007,0,0.1,,
1.2,1,1,1,,,,0,0.57
1.3,2,2,1,,,,-9,0.36
1.4,3,3,1,,,,9,0.36
1.5,4,4,1,,,,-18,0.25
1.6,5,5,1,,,,18,0.25
33.044,1,1,1,,,,-9,0.36
33.044,2,2,1,,,,0,0.57
33.044,3,3,1,,,,9,0.36
33.044,4,4,1,,,,-18,0.25
33.044,5,5,1,,,,18,0.25
44.44,1,1,1,,,,9,0.36
44.44,2,2,1,,,,-9,0.36
44.44,3,3,1,,,,0,0.57
44.44,4,4,1,,,,-18,0.25
44.44,5,5,1,,,,18,0.25
56.73,1,1,1,,,,9,0.36
56.73,2,2,1,,,,-9,0.36
56.73,3,3,1,,,,-18,0.25
56.73,4,4,1,,,,0,0.57
56.73,5,5,1,,,,18,0.25
62.606,1,1,1,,,,9,0.36
62.606,2,2,1,,,,-9,0.36
62.606,3,3,1,,,,-18,0.25
62.606,4,4,1,,,,18,0.3
62.606,5,5,1,,,,0,0.57
65.919,1,1,1,,,,0,0.53
65.919,2,2,1,,,,-9,0.39
65.919,3,3,1,,,,9,0.39
65.919,4,4,1,,,,-18,0.3
65.919,5,5,1,,,,18,0.3
77.638,1,1,1,,,,0,0
77.638,2,2,1,,,,0,0
77.638,3,3,1,,,,-9,0.56
77.638,4,4,1,,,,0,0
77.638,5,5,1,,,,9,0.56
83.394,1,1,1,,,,0,0
83.394,2,2,1,,,,9,0.56
83.394,3,3,1,,,,0,0
83.394,4,4,1,,,,-9,0.56
83.394,5,5,1,,,,0,0
89.615,1,1,1,,,,0,0.53
89.615,2,2,1,,,,-9,0.39
89.615,3,3,1,,,,9,0.39
89.615,4,4,1,,,,-18,0.3
89.615,5,5,1,,,,18,0.3
95.719,1,1,1,,,,0,0.78
95.719,2,2,1,,,,0,0
95.719,3,3,1,,,,0,0
95.719,4,4,1,,,,0,0
95.719,5,5,1,,,,0,0
101.648,1,1,1,,,,0,0
101.648,3,3,1,,,,9,0.56
101.648,5,5,1,,,,-9,0.56
107.515,3,3,1,,,,0,0
107.515,5,5,1,,,,0,0
107.515,2,2,1,,,,-9,0.56
107.515,4,4,1,,,,9,0.56
113.676,1,1,1,,,,0,0.53
113.676,1,1,1,,,,-9,0.39
113.676,2,2,1,,,,9,0.39
113.676,3,3,1,,,,-18,0.3
113.676,4,4,1,,,,18,0.3
