time,lyrics,size
0,, 
11.2,押し付けのモラル　もう飽き飽きしてんの,
14.9,息が詰まるの　どうにかなっちゃう寸前,
18.6,鳴り響くアラーム　耳元うるさいの,
22.3,明日なんてどうか来ないでいてよね,
26.05,囁くように天使が舞う,
29.75,続かない幸せなんて無理,
33.38,痺れ切らした悪魔ふわり,
37.07,不幸の蜜ごと　愛して,
41.22,閉じ込めてモラトリアム,
44.03,ときめきだけを探していたいだけ,
48.58,世界の中心が私なら許してねデイドリーム　叶えてよ…お願い,
57.5,あと五分だけ　待ってなんて言って,
61.22,溺れそうよ　もう　二度寝は上等？,
64.95,面倒なこと　全部投げ出して,
68.65,連れ去っていいよ　誰も知らないとこへ,
72.53,さよならね　モラトリアム,
75.35,ときめきなんて過ぎ去ってしまうモノ,
79.93,それでも嘘になってしまう前に　ねえ　叶えるの全てを,
88.48,モラトリアム,
90.13,ときめきだけを探していたいだけ,
94.7,世界の中心が私なら許してねデイドリーム　叶えるの全てを,
103.72,あと五分だけ　待ってなんて言って,
107.38,溺れそうよ　もう　二度寝は上等？,
111.12,面倒なこと　全部投げ出して,
114.78,連れ去っていいよ　誰も知らないとこへ,
125.73,,
