0.03333,MOT_mc_bg_black_00,seat100-0,,
2.36643,MOT_control_all,zoom01,,
2.46642,1,,,f1,
2.46642,MOT_all,cut01,,
2.93304,1,1-2,,,
3.53298,1,2-3,,,
4.06626,1,j3-4,,,
4.999499999999999,1,4-1,,,
4.999499999999999,2,1-2,,,
4.999499999999999,3,1-2,,,
4.999499999999999,4,1-2,,,
4.999499999999999,5,1-2,,,
5.89941,1,1-2,,,
5.89941,2,lp2,,,
5.89941,3,lp2,,,
5.89941,4,lp2,,,
5.89941,5,lp2,,,
6.466019999999999,1,,l1,,
6.83265,1,w2,,,
7.132619999999999,1,2-3,,,
7.132619999999999,2,2-3,,,
7.132619999999999,3,2-3,,,
7.132619999999999,4,2-3,,,
7.132619999999999,5,2-3,,,
8.065859999999999,5,w3,,,
8.065859999999999,4,w3,,,
8.065859999999999,3,w3,,,
8.065859999999999,2,w3,,,
8.065859999999999,1,w3,,,
8.23251,1,3-4,,,
8.765789999999999,1,,lb0,,
9.16575,1,w4,,,
9.799019999999999,1,4-1,,,
9.799019999999999,2,3-4,,,
9.799019999999999,3,3-4,,,
9.799019999999999,4,3-4,,,
9.799019999999999,5,3-4,,,
10.198979999999999,1,hj1,,,
10.198979999999999,2,sp4-1,,,
10.198979999999999,3,sp4-1,,,
10.198979999999999,4,sp4-1,,,
10.198979999999999,5,sp4-1,,,
11.13222,1,1-2,,,
11.13222,2,1-2,,,
11.13222,3,1-2,,,
11.13222,4,1-2,,,
11.13222,5,1-2,,,
11.832149999999999,1,2-3,,,
12.06546,5,w2,,,
12.06546,4,w2,,,
12.06546,3,w2,,,
12.06546,2,w2,,,
12.29877,MOT_control_all,zoom02,,
12.36543,1,,,b0,
12.36543,2,,,f1,
12.36543,MOT_all,cut02,,
12.76539,1,w3,,,
13.26534,1,3-4,,,
13.26534,2,,r1,,
13.26534,3,2-3,,,
13.26534,4,2-3,,,
13.26534,5,2-3,,,
14.13192,1,lp4,,,
14.13192,2,2-3,,,
14.13192,3,lp3,,,
14.13192,4,lp3,,,
14.13192,5,lp3,,,
14.69853,2,,rb0,,
15.065159999999999,2,w3,,,
15.265139999999999,1,4-1,,,
15.265139999999999,2,j3-4,,,
15.265139999999999,3,3-4,,,
15.265139999999999,4,3-4,,,
15.265139999999999,5,3-4,,,
16.131719999999998,MOT_control_all,zoom03,,
16.19838,5,w4,,,
16.19838,4,w4,,,
16.19838,3,w4,,,
16.19838,1,w1,,,
16.26504,2,,,b0,
16.26504,3,,,f1,
16.26504,MOT_all,cut03,,
16.331699999999998,2,w4,,,
16.931639999999998,3,4-1,,,
17.49825,1,lp1,,,
17.49825,2,lp4,,,
17.49825,3,,l1,,
17.49825,4,lp4,,,
17.49825,5,lp4,,,
17.86488,3,w1,,,
19.63137,1,1-2,,,
19.63137,2,4-1,,,
19.63137,3,1-2,,,
19.63137,4,4-1,,,
19.63137,5,4-1,,,
